,IP Address,LoggedInFlag,VisitPageFlag,Group
54828,224.14.132.9,1,0,Control
54829,224.14.142.9,0,0,Control
54830,224.14.16.9,1,0,Control
54831,224.14.161.4,1,0,Control
54832,224.14.166.1,0,1,Control
54833,224.14.168.9,1,0,Control
54834,224.14.17.5,1,0,Test
54835,224.14.170.9,1,0,Control
54836,224.14.180.3,1,0,Control
54837,224.14.192.8,0,0,Control
54838,224.14.207.2,0,0,Control
54839,224.14.215.9,0,1,Control
54840,224.14.236.3,1,0,Test
54841,224.14.241.7,0,0,Control
54842,224.14.243.7,0,0,Control
54843,224.14.251.2,1,0,Control
54844,224.14.28.3,0,0,Control
54845,224.14.28.6,1,0,Test
54846,224.14.30.2,1,0,Test
54847,224.14.33.3,0,0,Test
54848,224.14.47.2,0,1,Control
54849,224.14.48.8,0,0,Control
54850,224.14.52.1,0,0,Control
54851,224.14.52.8,0,0,Test
54852,224.14.64.7,1,0,Control
54853,224.14.69.7,0,0,Control
54854,224.14.80.1,1,0,Control
54855,224.14.80.8,1,0,Control
54856,224.14.89.9,1,0,Test
54857,224.15.0.4,1,0,Control
54858,224.15.109.5,1,0,Test
54859,224.15.109.8,1,0,Control
54860,224.15.14.9,1,0,Control
54861,224.15.157.5,0,0,Control
54862,224.15.17.5,1,0,Control
54863,224.15.17.8,1,0,Test
54864,224.15.174.3,0,1,Test
54865,224.15.20.2,1,0,Control
54866,224.15.204.9,0,1,Control
54867,224.15.206.3,1,0,Control
54868,224.15.211.4,1,0,Control
54869,224.15.231.9,1,0,Control
54870,224.15.234.2,0,1,Test
54871,224.15.240.5,1,0,Control
54872,224.15.29.7,0,0,Control
54873,224.15.3.2,0,0,Control
54874,224.15.36.1,0,0,Control
54875,224.15.46.5,0,0,Test
54876,224.15.6.8,1,0,Control
54877,224.15.70.1,0,1,Control
54878,224.15.84.8,0,1,Test
54879,224.15.92.5,1,0,Control
54880,224.15.98.3,0,1,Control
54881,224.16.115.7,0,0,Control
54882,224.16.123.7,1,0,Control
54883,224.16.126.9,0,0,Control
54884,224.16.141.4,1,0,Control
54885,224.16.144.8,1,0,Control
54886,224.16.146.1,0,1,Test
54887,224.16.159.3,1,0,Control
54888,224.16.16.5,1,0,Control
54889,224.16.18.6,1,0,Control
54890,224.16.180.8,1,0,Test
54891,224.16.190.2,0,0,Control
54892,224.16.202.8,0,1,Control
54893,224.16.230.3,0,1,Test
54894,224.16.235.8,1,0,Test
54895,224.16.241.3,0,0,Control
54896,224.16.249.2,0,0,Test
54897,224.16.25.4,0,0,Test
54898,224.16.25.4,1,0,Test
54899,224.16.251.1,0,0,Control
54900,224.16.27.7,0,0,Test
54901,224.16.36.2,0,1,Control
54902,224.16.53.8,1,0,Control
54903,224.16.63.9,1,0,Test
54904,224.16.80.5,0,0,Test
54905,224.16.88.4,1,0,Control
54906,224.16.98.8,0,0,Control
54907,224.2.111.7,1,0,Control
54908,224.2.12.2,1,0,Test
54909,224.2.125.7,1,0,Control
54910,224.2.13.9,0,0,Control
54911,224.2.130.4,0,0,Control
54912,224.2.130.6,0,0,Test
54913,224.2.160.7,1,0,Test
54914,224.2.163.4,0,0,Control
54915,224.2.171.7,1,0,Test
54916,224.2.181.9,1,0,Control
54917,224.2.192.5,1,0,Control
54918,224.2.216.3,0,0,Control
54919,224.2.216.8,1,0,Test
54920,224.2.22.3,0,1,Test
54921,224.2.224.3,0,0,Test
54922,224.2.238.7,0,0,Control
54923,224.2.240.5,1,0,Control
54924,224.2.3.1,1,0,Test
54925,224.2.52.6,1,0,Test
54926,224.2.70.6,1,0,Test
54927,224.2.84.3,0,0,Control
54928,224.3.104.8,1,0,Control
54929,224.3.148.2,0,1,Test
54930,224.3.153.5,0,0,Control
54931,224.3.160.2,1,0,Test
54932,224.3.163.8,0,0,Control
54933,224.3.169.4,0,0,Control
54934,224.3.187.8,1,0,Control
54935,224.3.22.4,1,0,Control
54936,224.3.221.8,1,0,Test
54937,224.3.240.3,0,0,Control
54938,224.3.240.3,1,0,Control
54939,224.3.31.5,0,0,Test
54940,224.3.37.9,1,0,Test
54941,224.3.38.8,0,0,Control
54942,224.3.4.1,1,0,Control
54943,224.3.40.5,0,0,Test
54944,224.3.60.2,1,0,Control
54945,224.3.65.5,1,0,Test
54946,224.3.78.3,0,0,Test
54947,224.3.79.1,0,0,Control
54948,224.3.80.3,1,0,Control
54949,224.3.96.6,0,0,Test
54950,224.4.105.3,1,0,Test
54951,224.4.110.6,0,0,Control
54952,224.4.140.3,1,0,Control
54953,224.4.156.9,0,0,Control
54954,224.4.162.7,1,0,Test
54955,224.4.164.5,1,0,Control
54956,224.4.187.5,0,0,Control
54957,224.4.190.8,1,0,Control
54958,224.4.211.1,1,0,Test
54959,224.4.214.3,0,0,Control
54960,224.4.214.6,0,1,Test
54961,224.4.215.3,1,0,Control
54962,224.4.217.7,0,0,Control
54963,224.4.217.7,1,0,Control
54964,224.4.224.5,1,0,Control
54965,224.4.231.5,1,0,Control
54966,224.4.233.8,0,0,Control
54967,224.4.242.3,0,0,Control
54968,224.4.252.8,1,0,Control
54969,224.4.36.4,1,0,Test
54970,224.4.39.9,1,0,Test
54971,224.4.52.2,0,0,Control
54972,224.4.57.3,1,0,Test
54973,224.4.69.3,1,0,Control
54974,224.4.8.5,0,1,Control
54975,224.4.83.7,1,0,Control
54976,224.4.92.8,1,0,Test
54977,224.4.94.2,0,0,Test
54978,224.5.100.9,1,0,Control
54979,224.5.138.1,1,0,Control
54980,224.5.144.3,0,0,Control
54981,224.5.154.5,1,0,Control
54982,224.5.177.6,1,0,Control
54983,224.5.182.4,0,0,Test
54984,224.5.186.6,0,0,Control
54985,224.5.187.7,1,0,Test
54986,224.5.193.2,0,0,Control
54987,224.5.196.9,0,0,Control
54988,224.5.198.3,0,0,Control
54989,224.5.209.2,0,0,Control
54990,224.5.210.2,1,0,Test
54991,224.5.217.3,0,0,Control
54992,224.5.23.6,0,0,Control
54993,224.5.234.8,1,0,Control
54994,224.5.235.4,1,0,Test
54995,224.5.235.9,1,0,Test
54996,224.5.252.9,1,0,Control
54997,224.5.32.6,0,0,Control
54998,224.5.52.5,1,0,Test
54999,224.5.55.4,1,0,Test
55000,224.5.74.7,0,0,Control
55001,224.5.80.8,1,0,Control
55002,224.5.95.2,0,0,Control
55003,224.5.96.2,1,0,Test
55004,224.6.109.6,0,0,Control
55005,224.6.14.9,0,1,Control
55006,224.6.149.1,1,0,Control
55007,224.6.153.8,0,0,Control
55008,224.6.159.2,0,0,Control
55009,224.6.166.8,0,0,Control
55010,224.6.171.3,1,0,Test
55011,224.6.177.5,1,0,Control
55012,224.6.180.7,0,0,Control
55013,224.6.188.9,1,0,Control
55014,224.6.201.1,0,0,Control
55015,224.6.211.9,0,0,Control
55016,224.6.216.1,1,0,Control
55017,224.6.216.5,0,0,Control
55018,224.6.235.2,0,0,Test
55019,224.6.241.1,0,0,Control
55020,224.6.245.4,1,0,Control
55021,224.6.252.9,1,0,Test
55022,224.6.44.7,0,0,Control
55023,224.6.55.1,1,0,Control
55024,224.6.55.8,0,0,Control
55025,224.6.6.5,0,0,Control
55026,224.6.68.9,0,0,Test
55027,224.6.74.1,1,0,Control
55028,224.6.84.4,0,0,Test
55029,224.7.100.7,0,0,Control
55030,224.7.115.1,1,0,Control
55031,224.7.122.4,1,0,Control
55032,224.7.123.6,0,0,Control
55033,224.7.150.8,1,0,Control
55034,224.7.159.7,0,0,Control
55035,224.7.17.3,0,0,Test
55036,224.7.17.9,0,0,Control
55037,224.7.171.9,0,0,Control
55038,224.7.175.3,0,0,Control
55039,224.7.197.5,0,0,Control
55040,224.7.210.4,1,0,Control
55041,224.7.217.4,1,0,Control
55042,224.7.222.5,0,0,Control
55043,224.7.230.8,0,0,Test
55044,224.7.234.3,0,1,Control
55045,224.7.24.1,1,0,Test
55046,224.7.244.5,1,0,Control
55047,224.7.244.9,1,0,Control
55048,224.7.245.1,0,0,Test
55049,224.7.252.1,1,0,Control
55050,224.7.3.1,0,0,Test
55051,224.7.37.7,0,0,Control
55052,224.7.39.8,1,0,Control
55053,224.7.40.5,0,0,Test
55054,224.7.64.3,0,0,Control
55055,224.7.7.9,0,0,Control
55056,224.7.74.6,1,0,Control
55057,224.8.104.6,0,0,Control
55058,224.8.109.3,1,0,Control
55059,224.8.125.4,1,0,Control
55060,224.8.129.7,1,0,Control
55061,224.8.142.8,1,0,Control
55062,224.8.154.4,0,0,Control
55063,224.8.159.6,1,0,Test
55064,224.8.162.1,0,0,Control
55065,224.8.167.8,1,0,Control
55066,224.8.173.2,0,0,Control
55067,224.8.174.8,1,0,Test
55068,224.8.188.2,1,0,Test
55069,224.8.197.2,1,0,Test
55070,224.8.201.7,0,0,Control
55071,224.8.211.1,0,1,Control
55072,224.8.222.2,0,0,Test
55073,224.8.238.8,0,0,Control
55074,224.8.248.5,1,0,Control
55075,224.8.251.1,1,0,Control
55076,224.8.26.7,0,0,Test
55077,224.8.27.3,1,0,Control
55078,224.8.3.1,0,0,Test
55079,224.8.30.9,1,0,Control
55080,224.8.51.3,1,0,Test
55081,224.8.53.1,0,0,Control
55082,224.8.64.1,1,0,Control
55083,224.8.7.8,1,0,Test
55084,224.8.71.2,1,0,Control
55085,224.9.0.3,0,1,Control
55086,224.9.105.7,1,0,Test
55087,224.9.112.8,0,0,Test
55088,224.9.127.4,0,0,Test
55089,224.9.131.4,0,0,Control
55090,224.9.135.9,0,0,Control
55091,224.9.143.6,0,1,Test
55092,224.9.146.3,0,1,Test
55093,224.9.153.2,1,0,Control
55094,224.9.171.5,0,1,Control
55095,224.9.177.4,0,0,Control
55096,224.9.177.7,1,0,Test
55097,224.9.196.2,1,0,Control
55098,224.9.209.7,1,0,Control
55099,224.9.221.5,1,0,Control
55100,224.9.251.1,0,0,Control
55101,224.9.27.3,1,0,Control
55102,224.9.37.1,0,0,Control
55103,224.9.46.2,0,0,Control
55104,224.9.47.7,0,0,Control
55105,224.9.59.9,1,0,Test
55106,224.9.6.9,0,0,Control
55107,224.9.84.2,0,1,Control
55108,224.9.96.5,0,0,Control
55109,225.0.105.7,0,0,Test
55110,225.0.160.8,0,0,Test
55111,225.0.165.3,1,0,Test
55112,225.0.197.1,0,0,Test
55113,225.0.2.2,1,0,Test
55114,225.0.200.8,0,0,Control
55115,225.0.204.5,1,0,Control
55116,225.0.206.8,0,0,Test
55117,225.0.23.6,0,0,Test
55118,225.0.243.8,0,1,Test
55119,225.0.29.7,1,0,Test
55120,225.0.49.3,0,0,Control
55121,225.0.5.7,0,0,Test
55122,225.0.56.2,1,0,Test
55123,225.0.95.3,1,0,Control
55124,225.1.10.1,1,0,Test
55125,225.1.113.2,1,0,Control
55126,225.1.116.2,1,0,Control
55127,225.1.146.1,0,1,Test
55128,225.1.162.3,1,0,Control
55129,225.1.181.2,0,1,Control
55130,225.1.190.9,1,0,Test
55131,225.1.191.9,0,0,Control
55132,225.1.213.8,0,1,Control
55133,225.1.22.2,1,0,Control
55134,225.1.239.8,1,0,Control
55135,225.1.25.8,0,0,Control
55136,225.1.255.5,0,0,Control
55137,225.1.34.9,1,0,Control
55138,225.1.5.5,0,0,Control
55139,225.1.54.8,1,0,Control
55140,225.1.57.7,1,0,Control
55141,225.1.64.7,0,0,Control
55142,225.1.66.9,1,0,Control
55143,225.1.73.3,0,0,Control
55144,225.1.76.6,1,0,Test
55145,225.1.77.4,1,0,Control
55146,225.1.95.8,0,0,Test
55147,225.1.96.9,1,0,Control
55148,225.10.126.6,0,0,Test
55149,225.10.128.4,0,0,Test
55150,225.10.134.4,1,0,Control
55151,225.10.136.1,0,0,Control
55152,225.10.159.2,0,0,Test
55153,225.10.16.9,1,0,Test
55154,225.10.162.6,0,0,Test
55155,225.10.166.8,1,0,Control
55156,225.10.171.6,0,0,Control
55157,225.10.178.1,0,0,Control
55158,225.10.180.7,0,0,Control
55159,225.10.183.5,1,0,Control
55160,225.10.190.5,1,0,Control
55161,225.10.194.7,1,0,Test
55162,225.10.202.3,0,0,Control
55163,225.10.21.7,0,0,Test
55164,225.10.236.9,1,0,Control
55165,225.10.34.3,0,1,Control
55166,225.10.39.5,0,0,Control
55167,225.10.5.7,0,0,Control
55168,225.10.53.2,0,0,Control
55169,225.10.71.3,0,1,Control
55170,225.10.72.3,1,0,Control
55171,225.10.77.9,0,0,Test
55172,225.10.95.4,1,0,Test
55173,225.10.97.5,0,1,Test
55174,225.11.140.8,0,0,Control
55175,225.11.150.1,1,0,Control
55176,225.11.198.7,0,1,Control
55177,225.11.201.4,1,0,Control
55178,225.11.210.7,1,0,Test
55179,225.11.214.4,0,1,Test
55180,225.11.221.6,0,0,Control
55181,225.11.223.4,0,1,Control
55182,225.11.227.3,0,0,Test
55183,225.11.227.3,1,0,Test
55184,225.11.236.7,0,0,Test
55185,225.11.241.6,0,0,Control
55186,225.11.244.8,0,0,Control
55187,225.11.255.9,1,0,Control
55188,225.11.40.6,0,0,Test
55189,225.11.41.3,1,0,Control
55190,225.11.50.4,1,0,Control
55191,225.11.52.8,0,0,Test
55192,225.11.61.8,1,0,Control
55193,225.11.94.8,0,0,Control
55194,225.12.123.8,0,0,Test
55195,225.12.142.4,0,0,Control
55196,225.12.148.3,1,0,Control
55197,225.12.152.1,0,0,Test
55198,225.12.16.5,1,0,Control
55199,225.12.171.1,0,0,Control
55200,225.12.177.9,0,1,Control
55201,225.12.197.2,0,0,Control
55202,225.12.209.7,1,0,Control
55203,225.12.214.5,1,0,Control
55204,225.12.216.3,0,0,Test
55205,225.12.225.9,0,0,Control
55206,225.12.227.6,0,0,Control
55207,225.12.25.8,0,0,Control
55208,225.12.250.8,1,0,Control
55209,225.12.254.6,0,1,Test
55210,225.12.4.9,0,1,Control
55211,225.12.83.7,1,0,Control
55212,225.12.89.5,1,0,Test
55213,225.12.9.7,0,0,Control
55214,225.12.94.8,0,0,Control
55215,225.13.106.1,0,0,Control
55216,225.13.114.1,1,0,Test
55217,225.13.124.5,0,0,Control
55218,225.13.14.3,0,1,Test
55219,225.13.15.1,1,0,Control
55220,225.13.167.3,1,0,Control
55221,225.13.173.4,1,0,Test
55222,225.13.186.3,0,0,Control
55223,225.13.255.9,0,0,Control
55224,225.13.27.1,1,0,Test
55225,225.13.39.6,1,0,Control
55226,225.13.52.9,1,0,Control
55227,225.13.68.7,0,0,Control
55228,225.13.76.4,1,0,Control
55229,225.13.85.4,0,0,Control
55230,225.13.94.6,0,0,Test
55231,225.14.103.1,0,0,Control
55232,225.14.104.7,0,0,Control
55233,225.14.104.9,0,0,Control
55234,225.14.11.4,1,0,Test
55235,225.14.112.2,1,0,Test
55236,225.14.114.8,0,0,Control
55237,225.14.118.9,0,1,Test
55238,225.14.119.5,0,0,Test
55239,225.14.129.4,0,0,Control
55240,225.14.13.2,1,0,Test
55241,225.14.134.7,0,1,Test
55242,225.14.135.7,1,0,Test
55243,225.14.138.6,0,0,Control
55244,225.14.156.6,0,0,Control
55245,225.14.173.5,1,0,Control
55246,225.14.174.7,1,0,Control
55247,225.14.208.8,0,0,Control
55248,225.14.221.6,0,1,Test
55249,225.14.235.2,1,0,Test
55250,225.14.243.5,0,0,Control
55251,225.14.81.6,1,0,Test
55252,225.15.105.8,0,0,Test
55253,225.15.106.1,0,0,Test
55254,225.15.116.8,0,0,Control
55255,225.15.133.7,1,0,Control
55256,225.15.133.8,1,0,Control
55257,225.15.138.4,1,0,Control
55258,225.15.14.8,0,0,Control
55259,225.15.2.8,1,0,Control
55260,225.15.201.9,0,0,Test
55261,225.15.202.4,0,0,Control
55262,225.15.21.7,0,0,Test
55263,225.15.72.2,1,0,Control
55264,225.15.77.8,1,0,Test
55265,225.15.84.1,1,0,Control
55266,225.15.90.6,1,0,Test
55267,225.15.92.5,0,0,Test
55268,225.16.109.8,0,0,Control
55269,225.16.113.1,0,0,Control
55270,225.16.128.2,1,0,Test
55271,225.16.14.5,1,0,Control
55272,225.16.149.4,0,0,Control
55273,225.16.15.7,1,0,Control
55274,225.16.151.3,1,0,Control
55275,225.16.159.5,0,0,Test
55276,225.16.168.8,1,0,Control
55277,225.16.177.4,1,0,Control
55278,225.16.185.3,1,0,Test
55279,225.16.216.8,1,0,Control
55280,225.16.221.1,0,1,Test
55281,225.16.221.9,1,0,Control
55282,225.16.242.6,0,0,Control
55283,225.16.253.4,0,1,Control
55284,225.16.35.2,0,0,Control
55285,225.16.35.7,0,0,Test
55286,225.16.54.1,1,0,Test
55287,225.16.6.8,1,0,Test
55288,225.16.83.9,1,0,Control
55289,225.16.98.6,0,0,Control
55290,225.2.104.3,0,1,Control
55291,225.2.11.7,1,0,Control
55292,225.2.12.8,1,0,Control
55293,225.2.122.9,1,0,Test
55294,225.2.132.8,0,0,Control
55295,225.2.137.3,0,0,Control
55296,225.2.145.7,1,0,Test
55297,225.2.146.7,1,0,Test
55298,225.2.152.2,0,0,Test
55299,225.2.16.4,1,0,Test
55300,225.2.20.8,0,0,Control
55301,225.2.200.5,1,0,Test
55302,225.2.213.1,0,1,Test
55303,225.2.216.1,1,0,Control
55304,225.2.226.6,0,0,Control
55305,225.2.239.5,1,0,Test
55306,225.2.244.3,1,0,Test
55307,225.2.43.4,0,0,Test
55308,225.2.48.3,1,0,Control
55309,225.2.49.1,1,0,Control
55310,225.2.58.2,1,0,Control
55311,225.2.62.3,0,0,Control
55312,225.2.7.5,1,0,Control
55313,225.2.76.1,1,0,Test
55314,225.2.77.4,0,0,Test
55315,225.2.77.7,1,0,Test
55316,225.2.89.4,1,0,Control
55317,225.2.97.6,1,0,Control
55318,225.3.106.2,0,0,Control
55319,225.3.109.8,0,0,Test
55320,225.3.11.8,1,0,Control
55321,225.3.118.5,0,0,Control
55322,225.3.131.7,1,0,Control
55323,225.3.135.8,0,0,Control
55324,225.3.137.5,0,0,Control
55325,225.3.142.2,0,0,Control
55326,225.3.153.2,0,1,Test
55327,225.3.161.5,0,0,Control
55328,225.3.17.3,1,0,Control
55329,225.3.172.5,0,0,Test
55330,225.3.174.7,1,0,Test
55331,225.3.180.9,0,0,Control
55332,225.3.207.3,0,0,Control
55333,225.3.211.4,1,0,Control
55334,225.3.212.8,1,0,Control
55335,225.3.215.7,0,0,Test
55336,225.3.216.5,0,0,Test
55337,225.3.236.5,1,0,Control
55338,225.3.239.5,0,0,Test
55339,225.3.25.4,1,0,Test
55340,225.3.26.1,1,0,Control
55341,225.3.49.2,0,0,Control
55342,225.3.50.6,1,0,Test
55343,225.3.53.8,0,0,Control
55344,225.3.83.3,1,0,Control
55345,225.3.91.5,0,0,Control
55346,225.4.103.2,0,0,Test
55347,225.4.12.4,1,0,Control
55348,225.4.127.7,1,0,Control
55349,225.4.139.9,1,0,Control
55350,225.4.16.1,1,0,Control
55351,225.4.166.1,1,0,Control
55352,225.4.196.5,1,0,Control
55353,225.4.197.4,0,1,Test
55354,225.4.199.8,1,0,Test
55355,225.4.205.2,0,0,Control
55356,225.4.205.3,0,1,Control
55357,225.4.218.3,1,0,Test
55358,225.4.219.4,1,0,Control
55359,225.4.238.3,0,0,Test
55360,225.4.249.6,1,0,Test
55361,225.4.3.2,1,0,Test
55362,225.4.55.8,0,0,Control
55363,225.4.75.2,1,0,Control
55364,225.4.91.1,0,1,Test
55365,225.4.92.7,0,1,Control
55366,225.5.102.4,1,0,Test
55367,225.5.103.3,0,0,Control
55368,225.5.11.9,1,0,Control
55369,225.5.123.1,0,1,Test
55370,225.5.131.9,0,0,Test
55371,225.5.133.3,0,0,Control
55372,225.5.135.7,0,0,Control
55373,225.5.137.1,0,0,Control
55374,225.5.149.6,1,0,Control
55375,225.5.154.2,1,0,Test
55376,225.5.157.9,0,0,Control
55377,225.5.175.7,0,1,Control
55378,225.5.194.2,1,0,Control
55379,225.5.20.7,0,0,Control
55380,225.5.206.9,0,0,Control
55381,225.5.208.2,1,0,Test
55382,225.5.226.8,1,0,Control
55383,225.5.234.3,0,0,Control
55384,225.5.248.3,0,0,Control
55385,225.5.249.2,0,0,Control
55386,225.5.31.6,1,0,Control
55387,225.5.5.6,1,0,Test
55388,225.5.52.7,1,0,Control
55389,225.5.60.9,0,0,Test
55390,225.5.63.8,1,0,Control
55391,225.5.68.7,0,0,Control
55392,225.5.75.9,1,0,Control
55393,225.5.78.8,1,0,Test
55394,225.5.97.8,1,0,Control
55395,225.6.10.7,1,0,Control
55396,225.6.105.6,0,0,Test
55397,225.6.109.2,0,0,Control
55398,225.6.124.4,0,0,Control
55399,225.6.124.5,0,1,Control
55400,225.6.147.9,1,0,Control
55401,225.6.149.3,1,0,Test
55402,225.6.157.1,1,0,Control
55403,225.6.177.2,1,0,Test
55404,225.6.186.4,0,1,Control
55405,225.6.189.6,0,0,Test
55406,225.6.193.3,0,0,Control
55407,225.6.244.4,1,0,Control
55408,225.6.245.6,0,1,Control
55409,225.6.253.6,0,1,Control
55410,225.6.28.5,0,0,Test
55411,225.6.30.1,1,0,Control
55412,225.6.30.2,1,0,Control
55413,225.6.42.7,1,0,Test
55414,225.6.45.5,0,0,Control
55415,225.6.5.2,0,0,Control
55416,225.6.55.9,1,0,Control
55417,225.6.57.5,1,0,Control
55418,225.6.63.5,0,1,Test
55419,225.6.66.9,1,0,Control
55420,225.6.68.7,0,0,Control
55421,225.6.70.4,1,0,Test
55422,225.6.71.4,1,0,Control
55423,225.6.87.3,1,0,Control
55424,225.7.103.7,0,0,Control
55425,225.7.117.2,0,0,Test
55426,225.7.121.9,1,0,Control
55427,225.7.124.8,0,1,Control
55428,225.7.137.2,1,0,Test
55429,225.7.148.5,1,0,Test
55430,225.7.149.4,1,0,Test
55431,225.7.153.1,0,0,Test
55432,225.7.156.4,0,0,Control
55433,225.7.162.4,0,0,Control
55434,225.7.171.6,1,0,Control
55435,225.7.175.3,1,0,Test
55436,225.7.188.6,0,1,Test
55437,225.7.189.2,0,1,Control
55438,225.7.194.1,0,0,Control
55439,225.7.197.7,0,0,Control
55440,225.7.204.2,0,0,Control
55441,225.7.206.8,1,0,Test
55442,225.7.213.5,1,0,Control
55443,225.7.219.5,1,0,Control
55444,225.7.220.7,1,0,Control
55445,225.7.249.9,1,0,Control
55446,225.7.32.7,0,0,Control
55447,225.7.5.7,0,0,Control
55448,225.7.6.1,1,0,Control
55449,225.7.74.8,0,0,Control
55450,225.8.116.6,0,0,Control
55451,225.8.137.9,1,0,Control
55452,225.8.14.1,1,0,Control
55453,225.8.141.7,1,0,Test
55454,225.8.144.8,1,0,Test
55455,225.8.166.3,0,1,Control
55456,225.8.17.4,0,0,Control
55457,225.8.17.8,1,0,Control
55458,225.8.171.7,1,0,Test
55459,225.8.184.4,0,0,Test
55460,225.8.185.2,1,0,Control
55461,225.8.187.5,1,0,Control
55462,225.8.189.3,0,0,Control
55463,225.8.204.9,1,0,Control
55464,225.8.210.9,1,0,Control
55465,225.8.238.2,1,0,Control
55466,225.8.245.9,0,1,Control
55467,225.8.255.6,1,0,Control
55468,225.8.43.2,0,0,Control
55469,225.8.47.9,1,0,Test
55470,225.8.50.6,1,0,Control
55471,225.8.55.7,0,0,Control
55472,225.8.67.2,0,0,Control
55473,225.8.80.1,1,0,Test
55474,225.9.10.9,0,0,Control
55475,225.9.118.3,0,0,Test
55476,225.9.119.3,0,0,Test
55477,225.9.121.8,1,0,Control
55478,225.9.125.2,1,0,Control
55479,225.9.133.8,0,0,Control
55480,225.9.138.3,0,0,Control
55481,225.9.154.3,0,0,Test
55482,225.9.156.6,1,0,Control
55483,225.9.160.7,1,0,Test
55484,225.9.179.6,1,0,Test
55485,225.9.180.9,1,0,Test
55486,225.9.182.7,1,0,Control
55487,225.9.187.9,0,0,Control
55488,225.9.190.6,1,0,Test
55489,225.9.200.4,0,1,Test
55490,225.9.241.1,1,0,Control
55491,225.9.36.3,1,0,Control
55492,225.9.55.5,0,0,Control
55493,225.9.84.1,0,0,Control
55494,225.9.98.9,1,0,Control
55495,226.0.108.1,1,0,Control
55496,226.0.11.6,1,0,Test
55497,226.0.117.7,0,0,Control
55498,226.0.123.2,0,0,Control
55499,226.0.145.7,1,0,Control
55500,226.0.175.7,0,1,Control
55501,226.0.189.1,0,0,Control
55502,226.0.2.9,0,1,Control
55503,226.0.203.8,0,1,Control
55504,226.0.205.3,1,0,Test
55505,226.0.218.4,1,0,Control
55506,226.0.237.4,0,0,Control
55507,226.0.246.2,0,1,Control
55508,226.0.5.7,0,0,Control
55509,226.0.51.8,0,0,Test
55510,226.0.61.4,0,0,Control
55511,226.0.64.2,1,0,Control
55512,226.0.66.1,0,0,Test
55513,226.0.74.7,1,0,Control
55514,226.0.85.6,1,0,Test
55515,226.0.97.9,0,0,Test
55516,226.1.105.4,0,0,Control
55517,226.1.123.2,0,1,Test
55518,226.1.13.1,1,0,Test
55519,226.1.146.4,0,0,Control
55520,226.1.149.6,1,0,Control
55521,226.1.149.9,0,0,Control
55522,226.1.168.4,1,0,Control
55523,226.1.188.4,1,0,Control
55524,226.1.190.5,1,0,Control
55525,226.1.191.5,1,0,Test
55526,226.1.201.8,0,0,Control
55527,226.1.241.4,0,0,Control
55528,226.1.25.3,1,0,Test
55529,226.1.3.9,1,0,Control
55530,226.1.5.8,1,0,Control
55531,226.1.63.1,0,0,Test
55532,226.1.8.3,1,0,Test
55533,226.1.85.5,0,0,Control
55534,226.1.86.3,1,0,Control
55535,226.1.93.8,0,1,Control
55536,226.10.101.7,1,0,Control
55537,226.10.103.6,0,0,Control
55538,226.10.110.5,0,0,Test
55539,226.10.116.4,0,0,Control
55540,226.10.120.9,0,1,Control
55541,226.10.122.1,1,0,Control
55542,226.10.123.4,0,1,Control
55543,226.10.126.7,0,0,Test
55544,226.10.173.3,0,0,Control
55545,226.10.190.1,0,0,Control
55546,226.10.203.4,1,0,Control
55547,226.10.217.4,1,0,Control
55548,226.10.218.3,1,0,Control
55549,226.10.242.2,1,0,Control
55550,226.10.41.5,0,0,Control
55551,226.10.50.6,1,0,Control
55552,226.10.58.3,0,0,Control
55553,226.10.61.2,1,0,Control
55554,226.10.70.8,0,1,Test
55555,226.10.81.7,0,0,Control
55556,226.10.92.5,1,0,Test
55557,226.11.102.1,0,1,Test
55558,226.11.122.1,1,0,Test
55559,226.11.122.9,1,0,Test
55560,226.11.132.2,1,0,Test
55561,226.11.156.7,0,1,Control
55562,226.11.176.5,1,0,Control
55563,226.11.190.8,0,0,Control
55564,226.11.197.5,1,0,Test
55565,226.11.198.7,1,0,Test
55566,226.11.199.1,1,0,Control
55567,226.11.208.8,0,0,Test
55568,226.11.213.8,0,0,Control
55569,226.11.214.4,0,0,Control
55570,226.11.223.1,1,0,Test
55571,226.11.250.5,1,0,Control
55572,226.11.26.7,0,0,Control
55573,226.11.42.5,1,0,Test
55574,226.11.43.6,1,0,Control
55575,226.11.44.6,0,0,Control
55576,226.11.51.3,0,0,Control
55577,226.11.59.8,0,0,Test
55578,226.11.64.5,1,0,Control
55579,226.11.65.5,0,0,Control
55580,226.11.81.2,1,0,Control
55581,226.11.92.3,1,0,Test
55582,226.11.99.4,1,0,Test
55583,226.12.0.2,0,0,Control
55584,226.12.11.4,0,1,Test
55585,226.12.121.5,0,0,Control
55586,226.12.13.8,1,0,Control
55587,226.12.133.5,0,0,Control
55588,226.12.143.5,1,0,Test
55589,226.12.153.5,0,0,Control
55590,226.12.161.8,0,0,Test
55591,226.12.162.4,0,0,Control
55592,226.12.168.4,0,1,Test
55593,226.12.171.2,0,1,Control
55594,226.12.192.1,0,1,Control
55595,226.12.192.8,1,0,Control
55596,226.12.199.4,0,0,Control
55597,226.12.2.7,0,0,Test
55598,226.12.205.8,0,0,Control
55599,226.12.209.7,0,0,Test
55600,226.12.219.7,0,1,Test
55601,226.12.220.6,1,0,Control
55602,226.12.23.5,1,0,Test
55603,226.12.238.3,0,0,Control
